Brand,Year,Driven_kms,Fuel_Type,Transmission,Seller_Type,Owner,City,Selling_Price_Lakh
Tata,2018,70890,Electric,Automatic,Individual,0,Pune,5.09
Renault,2009,187198,CNG,Manual,Individual,0,Pune,0.5
Kia,2014,87496,Petrol,Automatic,Dealer,1,Pune,1.39
Kia,2012,144260,Diesel,Manual,Dealer,0,Pune,0.52
Skoda,2023,24200,Diesel,Automatic,Individual,0,Bangalore,10.6
Renault,2024,111450,Electric,Manual,Dealer,2,Pune,3.83
Honda,2023,71933,Diesel,Manual,Individual,1,Delhi,5.39
Honda,2021,53957,Electric,Manual,Individual,1,Chennai,6.31
Renault,2008,137375,Electric,Automatic,Individual,0,Delhi,0.5
Hyundai,2018,80513,Petrol,Automatic,Individual,1,Ahmedabad,2.14
Hyundai,2012,26619,Electric,Automatic,Dealer,2,Hyderabad,1.79
Renault,2022,8614,CNG,Manual,Individual,0,Ahmedabad,3.37
Mahindra,2008,52169,Petrol,Manual,Individual,0,Ahmedabad,0.5
Maruti,2015,53533,Diesel,Automatic,Individual,1,Mumbai,0.5
Mahindra,2017,113240,Electric,Manual,Dealer,0,Mumbai,4.07
Mahindra,2023,96136,Electric,Manual,Individual,0,Delhi,6.24
Kia,2014,29838,Electric,Automatic,Individual,2,Kolkata,4.18
Toyota,2009,94792,Electric,Automatic,Individual,0,Bangalore,3.77
Tata,2010,152098,Electric,Automatic,Dealer,1,Mumbai,0.5
Mahindra,2012,50080,Petrol,Manual,Dealer,0,Pune,1.06
Tata,2023,179868,Electric,Automatic,Dealer,0,Pune,4.56
Volkswagen,2008,18505,Petrol,Automatic,Dealer,0,Pune,3.14
Renault,2010,182045,Electric,Automatic,Individual,2,Hyderabad,0.5
Skoda,2009,181486,Electric,Manual,Individual,1,Kolkata,1.28
Hyundai,2011,64953,Electric,Manual,Individual,1,Pune,0.58
Tata,2015,198465,Diesel,Automatic,Individual,2,Bangalore,0.5
Mahindra,2012,189025,CNG,Manual,Dealer,1,Mumbai,0.5
Hyundai,2022,15083,Electric,Automatic,Dealer,0,Mumbai,7.51
Mahindra,2017,141076,Electric,Manual,Individual,1,Mumbai,1.81
Volkswagen,2019,178425,Diesel,Automatic,Dealer,0,Bangalore,6.7
Kia,2012,55245,Diesel,Automatic,Dealer,1,Chennai,2.77
Mahindra,2013,18805,Electric,Automatic,Dealer,0,Ahmedabad,4.75
Skoda,2020,162683,CNG,Manual,Dealer,1,Bangalore,3.44
Skoda,2021,167886,Petrol,Automatic,Individual,1,Pune,4.95
Volkswagen,2021,162312,Diesel,Automatic,Individual,0,Ahmedabad,7.62
Tata,2022,111133,Diesel,Automatic,Individual,2,Mumbai,2.1
Honda,2019,195908,Diesel,Manual,Dealer,1,Hyderabad,2.0
Tata,2012,39994,Electric,Automatic,Individual,2,Pune,1.87
Honda,2018,23304,Petrol,Automatic,Individual,2,Chennai,4.15
Volkswagen,2012,70396,Petrol,Automatic,Dealer,1,Hyderabad,4.62
Toyota,2019,90650,Diesel,Automatic,Dealer,1,Chennai,6.45
Toyota,2017,32511,Petrol,Manual,Individual,2,Mumbai,2.99
Tata,2011,95895,CNG,Automatic,Dealer,1,Delhi,0.5
Hyundai,2019,83502,Diesel,Automatic,Individual,1,Pune,3.02
Honda,2020,168492,Petrol,Automatic,Individual,0,Bangalore,3.28
Hyundai,2014,46309,Diesel,Automatic,Dealer,1,Pune,1.14
Maruti,2018,161407,Diesel,Manual,Dealer,0,Chennai,0.5
Skoda,2017,101408,Petrol,Manual,Dealer,2,Mumbai,2.26
Mahindra,2008,197785,Electric,Manual,Dealer,0,Mumbai,0.5
Tata,2016,47774,Petrol,Manual,Individual,0,Pune,0.96
Toyota,2018,157918,CNG,Automatic,Dealer,1,Pune,2.39
Mahindra,2018,17619,Diesel,Automatic,Individual,2,Ahmedabad,4.14
Toyota,2018,77943,Electric,Automatic,Individual,0,Chennai,7.99
Maruti,2013,99485,Petrol,Automatic,Dealer,2,Ahmedabad,0.5
Toyota,2014,108757,CNG,Manual,Individual,0,Mumbai,1.71
Volkswagen,2008,155218,Petrol,Manual,Individual,2,Kolkata,0.5
Toyota,2014,35524,CNG,Manual,Individual,1,Kolkata,2.61
Hyundai,2011,160143,Petrol,Automatic,Dealer,1,Bangalore,0.5
Honda,2012,170258,Electric,Manual,Dealer,2,Hyderabad,0.5
Honda,2022,19457,Diesel,Automatic,Dealer,2,Pune,6.65
Maruti,2020,52597,Electric,Manual,Dealer,2,Delhi,2.81
Honda,2015,112599,CNG,Automatic,Individual,0,Mumbai,2.11
Maruti,2018,10122,Petrol,Automatic,Individual,1,Kolkata,3.0
Honda,2019,118224,Diesel,Manual,Individual,2,Hyderabad,2.36
Honda,2021,175665,Electric,Manual,Dealer,1,Kolkata,4.48
Kia,2024,174881,Electric,Manual,Individual,2,Delhi,4.64
Volkswagen,2010,105008,Petrol,Automatic,Individual,2,Mumbai,1.74
Toyota,2011,154232,CNG,Manual,Dealer,0,Mumbai,0.5
Renault,2023,75712,CNG,Manual,Dealer,2,Hyderabad,1.29
Toyota,2014,18555,CNG,Automatic,Individual,1,Delhi,3.18
Kia,2009,65649,Diesel,Manual,Individual,2,Hyderabad,0.5
Toyota,2009,7987,Electric,Automatic,Dealer,0,Delhi,5.58
Maruti,2021,117939,Petrol,Automatic,Dealer,1,Mumbai,1.85
Mahindra,2014,81260,Diesel,Automatic,Dealer,1,Hyderabad,0.9
Mahindra,2015,104862,Petrol,Manual,Individual,0,Mumbai,1.85
Hyundai,2010,87153,Diesel,Manual,Individual,1,Ahmedabad,0.5
Kia,2020,187492,Diesel,Automatic,Individual,0,Delhi,4.2
Volkswagen,2019,47071,Petrol,Automatic,Dealer,0,Hyderabad,7.57
Skoda,2008,128879,Petrol,Manual,Dealer,2,Ahmedabad,0.5
Volkswagen,2024,56304,Electric,Automatic,Dealer,0,Pune,11.02
Renault,2013,128755,CNG,Automatic,Individual,2,Kolkata,0.5
Skoda,2022,25977,CNG,Manual,Dealer,0,Ahmedabad,7.01
Tata,2009,135998,Diesel,Manual,Individual,0,Delhi,0.5
Tata,2013,90750,Diesel,Automatic,Individual,0,Pune,0.9
Toyota,2009,137548,Diesel,Manual,Individual,1,Hyderabad,0.5
Maruti,2008,37117,Petrol,Automatic,Dealer,2,Pune,0.5
Toyota,2015,166888,Electric,Manual,Dealer,1,Pune,3.49
Hyundai,2019,84947,Petrol,Manual,Individual,1,Delhi,1.28
Tata,2011,64629,Petrol,Automatic,Dealer,0,Hyderabad,0.5
Kia,2021,46828,Electric,Automatic,Individual,0,Pune,8.46
Tata,2009,171704,Diesel,Automatic,Individual,0,Bangalore,0.5
Honda,2011,82589,CNG,Manual,Individual,1,Ahmedabad,0.5
Mahindra,2010,102878,Electric,Automatic,Dealer,2,Ahmedabad,0.5
Volkswagen,2009,68796,Petrol,Manual,Individual,1,Ahmedabad,0.82
Skoda,2008,30587,Electric,Manual,Individual,0,Ahmedabad,3.66
Honda,2014,123223,CNG,Manual,Dealer,2,Mumbai,0.5
Skoda,2020,136066,Diesel,Automatic,Dealer,0,Kolkata,7.83
Volkswagen,2020,31550,Petrol,Manual,Dealer,0,Chennai,7.17
Tata,2013,163832,Diesel,Automatic,Dealer,0,Kolkata,0.68
Toyota,2010,65861,Diesel,Automatic,Dealer,1,Pune,2.27
Kia,2020,198910,Petrol,Automatic,Individual,1,Pune,3.09
Volkswagen,2018,195071,Diesel,Automatic,Dealer,1,Ahmedabad,4.91
Kia,2016,110138,Diesel,Manual,Dealer,0,Ahmedabad,3.37
Tata,2011,162489,Petrol,Manual,Dealer,2,Pune,0.5
Kia,2009,167950,Diesel,Manual,Individual,1,Pune,0.5
Skoda,2023,109213,Petrol,Automatic,Individual,1,Hyderabad,7.73
Renault,2011,28008,Diesel,Manual,Individual,2,Delhi,0.5
Mahindra,2017,183211,Diesel,Manual,Individual,0,Bangalore,0.92
Kia,2013,19318,Diesel,Manual,Dealer,1,Bangalore,2.38
Tata,2009,172860,Electric,Manual,Dealer,0,Delhi,0.5
Renault,2024,124770,Petrol,Automatic,Individual,2,Mumbai,1.68
Toyota,2020,175860,Petrol,Manual,Individual,2,Kolkata,2.46
Maruti,2013,148308,Electric,Automatic,Dealer,1,Bangalore,0.5
Toyota,2014,156876,Electric,Manual,Individual,2,Kolkata,2.38
Toyota,2017,178223,Electric,Manual,Individual,1,Bangalore,2.85
Kia,2019,104004,CNG,Manual,Individual,1,Bangalore,2.06
Skoda,2009,182243,Electric,Manual,Individual,0,Bangalore,1.16
Skoda,2021,133134,Diesel,Manual,Dealer,0,Kolkata,7.29
Renault,2024,48761,Petrol,Manual,Individual,2,Ahmedabad,2.33
Hyundai,2016,14827,Electric,Manual,Dealer,0,Pune,4.21
Volkswagen,2017,146798,Electric,Automatic,Dealer,1,Bangalore,6.97
Renault,2019,134035,Diesel,Automatic,Dealer,2,Bangalore,1.14
Skoda,2009,52632,Petrol,Automatic,Dealer,1,Pune,2.14
Renault,2020,18861,Petrol,Automatic,Dealer,2,Mumbai,3.09
Toyota,2023,110415,Petrol,Automatic,Dealer,2,Kolkata,5.32
Volkswagen,2015,67089,Diesel,Manual,Dealer,2,Chennai,3.84
Volkswagen,2012,177021,Electric,Manual,Individual,1,Ahmedabad,2.6
Hyundai,2017,161908,Petrol,Manual,Dealer,2,Bangalore,0.5
Volkswagen,2013,104458,Petrol,Automatic,Individual,1,Bangalore,2.42
Kia,2024,107090,Electric,Automatic,Dealer,2,Pune,7.31
Renault,2021,142951,Petrol,Automatic,Dealer,0,Delhi,2.57
Skoda,2021,85281,Electric,Automatic,Individual,1,Bangalore,8.74
Mahindra,2022,164253,Diesel,Automatic,Individual,0,Pune,5.08
Toyota,2019,149220,CNG,Manual,Dealer,2,Chennai,2.45
Maruti,2019,62662,Petrol,Manual,Dealer,2,Chennai,0.5
Mahindra,2010,96288,Electric,Automatic,Individual,1,Ahmedabad,1.29
Hyundai,2011,169947,CNG,Automatic,Individual,1,Chennai,0.5
Hyundai,2020,55138,Electric,Manual,Individual,1,Delhi,3.19
Honda,2024,28023,CNG,Manual,Individual,0,Delhi,6.19
Renault,2013,180199,Diesel,Manual,Dealer,0,Ahmedabad,0.5
Hyundai,2024,43402,CNG,Automatic,Dealer,1,Hyderabad,4.69
Honda,2019,172922,Diesel,Automatic,Dealer,0,Bangalore,3.44
Maruti,2011,195554,Petrol,Manual,Dealer,2,Mumbai,0.5
Tata,2019,85840,Petrol,Automatic,Individual,2,Ahmedabad,1.07
Toyota,2012,5650,Petrol,Automatic,Individual,2,Ahmedabad,2.97
Kia,2016,145449,Electric,Manual,Dealer,1,Mumbai,3.16
Tata,2009,32199,Diesel,Manual,Dealer,1,Hyderabad,0.5
Honda,2018,104958,Petrol,Manual,Dealer,1,Bangalore,2.08
Mahindra,2018,44174,Petrol,Automatic,Dealer,1,Ahmedabad,3.19
Toyota,2013,127361,Electric,Automatic,Individual,2,Ahmedabad,4.06
Toyota,2024,10051,CNG,Manual,Individual,0,Pune,7.5
Tata,2021,34719,Petrol,Manual,Dealer,2,Mumbai,2.51
Skoda,2022,116113,Electric,Manual,Individual,2,Hyderabad,7.2
Tata,2010,127283,Petrol,Manual,Dealer,1,Pune,0.5
Maruti,2023,182861,CNG,Automatic,Dealer,1,Delhi,0.5
Hyundai,2008,139932,Diesel,Manual,Individual,0,Bangalore,0.5
Tata,2022,179859,Petrol,Automatic,Dealer,1,Mumbai,2.33
Maruti,2010,16416,Electric,Manual,Dealer,1,Chennai,0.5
Tata,2008,73075,Electric,Manual,Dealer,1,Bangalore,0.5
Skoda,2019,99838,Petrol,Automatic,Individual,1,Ahmedabad,6.42
Maruti,2011,14358,Electric,Manual,Dealer,1,Ahmedabad,0.5
Kia,2018,138318,Electric,Manual,Dealer,1,Pune,3.54
Tata,2021,45841,Petrol,Manual,Dealer,2,Hyderabad,1.13
Volkswagen,2020,138864,Petrol,Automatic,Dealer,0,Bangalore,6.94
Volkswagen,2018,133207,Electric,Automatic,Individual,0,Ahmedabad,8.01
Toyota,2022,32141,Electric,Manual,Individual,0,Pune,8.77
Hyundai,2019,62660,Electric,Automatic,Individual,1,Pune,4.75
Mahindra,2020,84196,Diesel,Automatic,Dealer,1,Kolkata,4.6
Kia,2017,23516,Petrol,Manual,Individual,0,Kolkata,4.49
Honda,2019,78487,Petrol,Manual,Dealer,1,Kolkata,3.77
Honda,2023,128727,Diesel,Manual,Individual,0,Pune,5.74
Renault,2009,123467,Petrol,Manual,Dealer,0,Bangalore,0.5
Maruti,2016,20427,Diesel,Manual,Dealer,2,Ahmedabad,0.5
Honda,2015,35514,Petrol,Manual,Individual,0,Pune,2.64
Skoda,2012,61196,CNG,Manual,Individual,0,Bangalore,3.16
Renault,2014,58319,Electric,Automatic,Dealer,1,Delhi,1.93
Honda,2009,34983,Diesel,Automatic,Dealer,2,Delhi,1.6
Renault,2021,76880,Petrol,Manual,Dealer,1,Delhi,1.35
Toyota,2009,121371,Diesel,Manual,Dealer,1,Ahmedabad,0.5
Volkswagen,2009,151782,CNG,Manual,Individual,1,Mumbai,0.5
Maruti,2024,82400,CNG,Automatic,Individual,1,Mumbai,3.04
Tata,2015,135139,CNG,Manual,Individual,0,Delhi,0.5
Maruti,2016,116034,Diesel,Automatic,Dealer,0,Hyderabad,0.5
Kia,2009,164503,Electric,Manual,Dealer,1,Bangalore,0.5
Maruti,2015,186785,CNG,Automatic,Individual,2,Hyderabad,0.5
Tata,2019,79823,Petrol,Automatic,Dealer,1,Kolkata,2.74
Kia,2022,179457,CNG,Manual,Dealer,2,Delhi,1.61
Mahindra,2020,13772,Petrol,Manual,Individual,0,Bangalore,4.39
Tata,2019,147145,Electric,Manual,Dealer,1,Ahmedabad,1.61
Volkswagen,2022,24096,Electric,Manual,Dealer,0,Delhi,9.54
Mahindra,2016,10398,Diesel,Automatic,Individual,0,Delhi,4.41
Tata,2015,74547,Electric,Automatic,Individual,2,Bangalore,2.51
Mahindra,2020,48413,Electric,Manual,Individual,2,Ahmedabad,5.11
Mahindra,2020,135405,Electric,Automatic,Individual,2,Bangalore,3.77
Maruti,2016,113334,Diesel,Manual,Dealer,2,Delhi,0.5
Toyota,2019,21364,Electric,Automatic,Dealer,2,Ahmedabad,6.39
Hyundai,2016,145044,CNG,Automatic,Individual,1,Kolkata,0.5
Renault,2009,54241,Diesel,Manual,Individual,0,Bangalore,0.5
Kia,2022,36133,Electric,Automatic,Dealer,2,Mumbai,6.78
Mahindra,2013,146002,CNG,Automatic,Dealer,2,Hyderabad,0.5
Volkswagen,2014,106204,Electric,Manual,Individual,0,Kolkata,5.61
Skoda,2021,46462,Petrol,Manual,Individual,1,Kolkata,6.3
Maruti,2015,48941,Diesel,Automatic,Individual,1,Chennai,1.16
Skoda,2024,148071,CNG,Manual,Dealer,2,Hyderabad,5.22
Tata,2019,163511,Electric,Automatic,Individual,1,Kolkata,3.18
Tata,2010,94348,Petrol,Automatic,Dealer,2,Delhi,0.5
Renault,2009,43699,Electric,Automatic,Individual,1,Delhi,0.81
Honda,2009,134932,Diesel,Manual,Individual,0,Delhi,0.5
Hyundai,2021,110578,CNG,Manual,Dealer,0,Mumbai,2.17
Toyota,2023,149808,Electric,Automatic,Dealer,0,Kolkata,8.26
Hyundai,2020,123062,Diesel,Manual,Dealer,1,Chennai,1.19
Honda,2019,156838,Diesel,Automatic,Individual,0,Kolkata,4.56
Kia,2011,196745,Diesel,Automatic,Dealer,2,Pune,0.5
Renault,2019,70573,Petrol,Manual,Individual,1,Ahmedabad,1.03
Tata,2023,56406,Petrol,Automatic,Individual,2,Hyderabad,3.73
Mahindra,2013,96990,CNG,Automatic,Individual,0,Chennai,1.02
Volkswagen,2011,124871,Petrol,Automatic,Dealer,0,Hyderabad,2.68
Hyundai,2022,181781,CNG,Automatic,Individual,1,Hyderabad,1.23
Mahindra,2019,91958,Diesel,Manual,Dealer,1,Pune,3.26
Renault,2024,7195,CNG,Automatic,Individual,0,Pune,5.84
Mahindra,2015,53747,Electric,Automatic,Individual,0,Chennai,5.83
Toyota,2008,100788,Electric,Manual,Dealer,1,Delhi,1.98
Renault,2019,77496,Petrol,Automatic,Dealer,0,Pune,3.61
Mahindra,2010,156300,Diesel,Manual,Individual,1,Chennai,0.5
Honda,2012,198626,Diesel,Manual,Dealer,0,Chennai,0.5
Hyundai,2016,191633,Electric,Manual,Individual,0,Kolkata,0.9
Volkswagen,2009,38307,Electric,Automatic,Dealer,2,Chennai,3.95
Toyota,2008,135903,Diesel,Automatic,Dealer,1,Bangalore,0.95
Toyota,2011,33318,CNG,Automatic,Individual,1,Kolkata,2.77
Mahindra,2024,37204,Electric,Manual,Individual,2,Mumbai,6.29
Renault,2021,121750,CNG,Manual,Dealer,1,Mumbai,0.5
Kia,2021,147584,Diesel,Automatic,Dealer,0,Hyderabad,5.96
Toyota,2022,131479,Electric,Manual,Dealer,2,Delhi,5.51
Honda,2019,70135,Diesel,Automatic,Individual,1,Chennai,5.36
Hyundai,2013,167026,Diesel,Automatic,Individual,1,Kolkata,0.5
Tata,2023,119317,Diesel,Manual,Dealer,1,Ahmedabad,2.8
Honda,2024,181235,Petrol,Automatic,Individual,0,Hyderabad,5.86
Volkswagen,2008,128922,Diesel,Automatic,Individual,0,Pune,2.15
Hyundai,2019,24875,Petrol,Automatic,Dealer,0,Hyderabad,4.8
Maruti,2024,178340,CNG,Automatic,Individual,1,Kolkata,0.5
Honda,2024,58399,Petrol,Manual,Individual,2,Pune,4.43
Skoda,2011,123067,CNG,Automatic,Individual,2,Delhi,1.44
Renault,2019,60287,CNG,Manual,Dealer,2,Ahmedabad,0.5
Mahindra,2015,121175,Petrol,Automatic,Individual,1,Kolkata,1.03
Hyundai,2017,24360,CNG,Manual,Dealer,1,Kolkata,0.61
Kia,2016,142673,Electric,Automatic,Dealer,1,Hyderabad,4.37
Honda,2023,127642,Petrol,Automatic,Individual,2,Ahmedabad,4.37
Toyota,2017,193707,CNG,Manual,Dealer,1,Hyderabad,1.79
Mahindra,2012,187604,Diesel,Manual,Dealer,0,Pune,0.5
Renault,2009,149706,Petrol,Automatic,Individual,0,Pune,0.5
Kia,2021,21150,Diesel,Automatic,Dealer,1,Delhi,6.3
Tata,2019,157999,Petrol,Manual,Individual,2,Mumbai,0.5
Maruti,2009,116711,Diesel,Manual,Dealer,1,Delhi,0.5
Renault,2013,25488,Petrol,Automatic,Individual,0,Kolkata,0.91
Renault,2016,185838,Electric,Automatic,Individual,0,Bangalore,2.39
Renault,2011,63671,Petrol,Manual,Individual,1,Hyderabad,0.5
Maruti,2020,113852,Electric,Automatic,Dealer,2,Pune,2.82
Mahindra,2022,149373,Electric,Manual,Dealer,0,Bangalore,4.42
Maruti,2017,164610,Diesel,Manual,Individual,0,Ahmedabad,0.5
Maruti,2010,139575,Diesel,Manual,Dealer,0,Hyderabad,0.5
Maruti,2013,29308,Petrol,Manual,Individual,2,Chennai,0.5
Renault,2009,169746,Electric,Manual,Individual,2,Pune,0.5
Hyundai,2017,24685,Electric,Manual,Individual,1,Mumbai,2.84
Skoda,2012,88116,Electric,Manual,Individual,2,Chennai,3.9
Toyota,2015,106486,Electric,Manual,Individual,2,Chennai,2.79
Toyota,2010,115962,Electric,Automatic,Individual,2,Pune,3.19
Kia,2023,122933,Diesel,Manual,Dealer,0,Delhi,5.56
Mahindra,2008,14064,Petrol,Automatic,Dealer,1,Pune,0.5
Toyota,2010,65139,Diesel,Automatic,Dealer,2,Bangalore,1.87
Honda,2023,91984,Diesel,Automatic,Dealer,0,Kolkata,7.62
Kia,2015,177725,Electric,Automatic,Individual,0,Delhi,3.64
Mahindra,2013,40240,CNG,Automatic,Dealer,0,Chennai,1.32
Renault,2015,28120,Diesel,Automatic,Individual,2,Delhi,1.47
Hyundai,2022,149717,Electric,Automatic,Individual,2,Chennai,3.17
Renault,2022,80596,Electric,Automatic,Dealer,2,Ahmedabad,5.7
Honda,2022,185052,Petrol,Manual,Dealer,0,Pune,3.14
Maruti,2013,68821,Petrol,Automatic,Individual,0,Chennai,0.5
Tata,2012,58376,Petrol,Automatic,Individual,1,Delhi,0.5
Maruti,2018,156077,Diesel,Manual,Dealer,1,Delhi,0.5
Renault,2010,84335,Petrol,Manual,Individual,2,Bangalore,0.5
Hyundai,2021,69903,CNG,Manual,Dealer,0,Ahmedabad,2.64
Honda,2019,40688,Petrol,Manual,Individual,1,Chennai,3.6
Hyundai,2008,146265,Petrol,Automatic,Dealer,2,Mumbai,0.5
Tata,2013,11346,Petrol,Manual,Dealer,2,Ahmedabad,0.5
Honda,2020,97623,Electric,Manual,Dealer,1,Delhi,5.7
Hyundai,2013,161810,Petrol,Automatic,Dealer,0,Kolkata,0.5
Renault,2012,14358,Diesel,Automatic,Individual,1,Ahmedabad,0.74
Kia,2016,192650,Electric,Automatic,Individual,2,Bangalore,2.4
Toyota,2014,178823,CNG,Manual,Dealer,2,Ahmedabad,0.5
Honda,2021,19292,Diesel,Automatic,Individual,0,Ahmedabad,7.78
Toyota,2017,111062,Electric,Automatic,Individual,1,Ahmedabad,4.95
Renault,2018,142711,Electric,Automatic,Dealer,1,Chennai,2.96
Honda,2017,141776,Petrol,Manual,Individual,1,Pune,1.45
Skoda,2020,136497,Petrol,Manual,Dealer,0,Ahmedabad,5.21
Tata,2018,33428,CNG,Manual,Individual,1,Pune,1.54
Toyota,2024,115677,Diesel,Automatic,Dealer,1,Chennai,7.78
Toyota,2009,152048,CNG,Automatic,Dealer,0,Delhi,1.07
Kia,2018,16655,Petrol,Manual,Dealer,2,Ahmedabad,2.84
Mahindra,2017,74087,Electric,Manual,Dealer,1,Pune,3.86
Mahindra,2018,91703,Electric,Automatic,Individual,0,Kolkata,6.24
Skoda,2012,176720,CNG,Manual,Dealer,0,Mumbai,1.71
Renault,2015,191081,CNG,Automatic,Dealer,1,Mumbai,0.5
Volkswagen,2013,70265,Petrol,Manual,Dealer,2,Chennai,2.02
Skoda,2019,166148,Diesel,Manual,Dealer,0,Chennai,5.14
Renault,2023,11330,Diesel,Automatic,Dealer,0,Bangalore,6.67
Kia,2013,145491,Diesel,Automatic,Dealer,0,Kolkata,2.76
Tata,2020,123555,CNG,Manual,Individual,2,Mumbai,0.5
Volkswagen,2015,134418,CNG,Automatic,Individual,1,Mumbai,3.42
Mahindra,2023,146359,CNG,Manual,Individual,0,Ahmedabad,1.89
Renault,2018,146425,Petrol,Automatic,Dealer,0,Ahmedabad,2.32
Skoda,2008,107469,Diesel,Manual,Individual,0,Kolkata,1.53
Tata,2022,128587,Petrol,Automatic,Dealer,2,Pune,2.1
Tata,2023,67216,CNG,Automatic,Individual,1,Ahmedabad,3.44
Kia,2019,138035,Petrol,Manual,Individual,0,Bangalore,3.5
Skoda,2016,192043,Diesel,Manual,Individual,1,Hyderabad,1.6
Volkswagen,2018,52859,CNG,Automatic,Dealer,1,Pune,5.8
Volkswagen,2012,193904,Petrol,Automatic,Individual,2,Pune,1.04
Honda,2019,79334,Electric,Automatic,Dealer,1,Kolkata,6.08
Volkswagen,2010,91189,CNG,Automatic,Dealer,1,Pune,2.9
Toyota,2016,160688,Diesel,Automatic,Individual,1,Mumbai,3.25
Toyota,2008,34864,Diesel,Automatic,Individual,1,Hyderabad,2.76
Hyundai,2021,57920,CNG,Manual,Individual,0,Ahmedabad,2.61
Toyota,2008,177586,CNG,Automatic,Dealer,0,Ahmedabad,0.5
Mahindra,2018,82128,Petrol,Automatic,Individual,1,Hyderabad,2.53
Honda,2021,134710,CNG,Automatic,Individual,2,Kolkata,2.71
Tata,2011,21860,Diesel,Manual,Dealer,0,Bangalore,0.82
Volkswagen,2012,21919,Electric,Automatic,Dealer,0,Ahmedabad,7.28
Maruti,2020,37352,CNG,Automatic,Individual,1,Pune,1.07
Maruti,2017,158509,Petrol,Manual,Individual,1,Pune,0.5
Volkswagen,2013,26003,Petrol,Manual,Dealer,0,Hyderabad,4.4
Skoda,2018,161543,Diesel,Manual,Dealer,1,Bangalore,4.7
Tata,2019,198482,Petrol,Manual,Dealer,0,Ahmedabad,0.5
Mahindra,2015,10715,Diesel,Automatic,Dealer,2,Chennai,1.38
Tata,2011,157779,CNG,Manual,Dealer,1,Chennai,0.5
Kia,2018,93292,Petrol,Automatic,Individual,2,Mumbai,2.39
Tata,2017,83366,Petrol,Manual,Individual,1,Kolkata,0.5
Skoda,2020,176197,Electric,Manual,Dealer,2,Mumbai,3.94
Renault,2012,6564,Petrol,Manual,Individual,2,Chennai,0.5
Toyota,2014,86143,Petrol,Manual,Dealer,1,Kolkata,2.07
Hyundai,2018,56466,Petrol,Manual,Individual,2,Delhi,0.5
Hyundai,2023,121224,Petrol,Automatic,Individual,0,Delhi,4.68
Hyundai,2015,111152,Electric,Automatic,Dealer,2,Bangalore,1.85
Mahindra,2019,25596,Diesel,Automatic,Individual,2,Delhi,5.02
Honda,2013,137567,CNG,Manual,Dealer,2,Delhi,0.5
Volkswagen,2011,93569,Diesel,Manual,Individual,2,Delhi,1.78
Honda,2008,83972,Electric,Automatic,Individual,1,Ahmedabad,1.03
Kia,2008,153094,Diesel,Automatic,Dealer,2,Bangalore,0.5
Volkswagen,2023,166128,CNG,Manual,Individual,0,Bangalore,5.48
Mahindra,2019,49992,Diesel,Manual,Dealer,0,Chennai,4.36
Tata,2009,181260,Diesel,Automatic,Dealer,1,Kolkata,0.5
Maruti,2014,178399,Electric,Manual,Individual,2,Pune,0.5
Kia,2016,19026,Petrol,Manual,Dealer,0,Bangalore,3.87
Skoda,2019,188040,Diesel,Manual,Dealer,2,Pune,4.66
Kia,2023,136159,Petrol,Manual,Dealer,0,Delhi,4.4
Hyundai,2009,98611,CNG,Automatic,Dealer,0,Pune,0.5
Mahindra,2010,38460,CNG,Automatic,Dealer,0,Ahmedabad,0.65
Skoda,2019,104233,Electric,Automatic,Individual,2,Bangalore,6.84
Tata,2015,6260,CNG,Automatic,Dealer,2,Chennai,1.35
Skoda,2011,120265,CNG,Automatic,Dealer,1,Hyderabad,1.85
Toyota,2018,195532,Electric,Manual,Individual,0,Ahmedabad,4.38
Kia,2008,73234,Diesel,Manual,Dealer,1,Mumbai,0.5
Maruti,2019,156911,Electric,Manual,Dealer,2,Hyderabad,0.61
Kia,2013,64909,Petrol,Automatic,Dealer,2,Bangalore,1.35
Volkswagen,2010,17809,Diesel,Manual,Individual,0,Mumbai,3.61
Skoda,2022,148412,Electric,Manual,Individual,0,Kolkata,8.81
Toyota,2016,171787,Diesel,Manual,Individual,0,Hyderabad,2.6
Maruti,2017,86604,Diesel,Automatic,Dealer,2,Ahmedabad,0.52
Hyundai,2013,92310,Diesel,Manual,Dealer,1,Bangalore,0.5
Tata,2023,50460,Electric,Manual,Dealer,1,Bangalore,4.33
Renault,2024,36846,Petrol,Automatic,Dealer,2,Chennai,4.49
Volkswagen,2009,70544,CNG,Manual,Individual,1,Mumbai,0.5
Renault,2019,77206,Electric,Manual,Dealer,0,Kolkata,4.25
Honda,2021,147671,CNG,Manual,Individual,2,Bangalore,1.2
Kia,2012,14646,CNG,Automatic,Individual,2,Bangalore,1.63
Honda,2011,5896,Diesel,Manual,Individual,2,Ahmedabad,1.66
Toyota,2016,181699,Petrol,Automatic,Individual,1,Bangalore,3.01
Volkswagen,2023,39459,CNG,Manual,Dealer,1,Kolkata,6.93
Kia,2021,65310,Petrol,Automatic,Dealer,1,Delhi,5.2
Maruti,2012,107518,Petrol,Manual,Dealer,2,Mumbai,0.5
Renault,2011,107970,Electric,Manual,Dealer,1,Hyderabad,0.5
Honda,2010,13663,CNG,Manual,Dealer,2,Chennai,0.5
Hyundai,2012,153681,CNG,Automatic,Individual,0,Pune,0.5
Toyota,2023,115343,Electric,Automatic,Individual,0,Bangalore,9.4
